"","RouteIdentifier","survey_year","CollectorNumber","nstop","StateProvince","latitude","longitude","bcr"
"844","NB078",2003,1074814,8,"NB",45.86451,-66.618958,14
"845","NB078",2002,1074814,10,"NB",45.86451,-66.618958,14
"846","NB073",2007,1030070,10,"NB",47.140171,-66.10675,14
"847","NB073",2015,1030070,10,"NB",47.140171,-66.10675,14
"848","NB078",2005,1074867,10,"NB",45.86451,-66.618958,14
"849","NB078",2015,1074876,10,"NB",45.86451,-66.618958,14
"850","NB078",2016,1074879,7,"NB",45.86451,-66.618958,14
"851","NB079",2014,1051810,10,"NB",46.315281,-67.599113,14
"852","NB079",2015,1051810,10,"NB",46.315281,-67.599113,14
"853","NB073",2005,1030070,10,"NB",47.140171,-66.10675,14
"854","NB079",2001,1074817,10,"NB",46.315281,-67.599113,14
"855","NB079",2002,1074845,10,"NB",46.315281,-67.599113,14
"856","NB080",2006,1051847,10,"NB",45.77499,-66.089348,14
"857","NB080",2011,1051847,10,"NB",45.77499,-66.089348,14
"858","NB073",2002,1030070,10,"NB",47.140171,-66.10675,14
"859","NB073",2003,1030070,10,"NB",47.140171,-66.10675,14
"860","NB074",2012,1051846,9,"NB",45.37486,-66.71306,14
"861","NB080",2016,1051847,10,"NB",45.77499,-66.089348,14
"862","NB080",2012,1051847,10,"NB",45.77499,-66.089348,14
"863","NB080",2015,1051847,10,"NB",45.77499,-66.089348,14
"864","NB074",2002,1074804,10,"NB",45.37486,-66.71306,14
"865","NB075",2012,1030092,9,"NB",46.36808,-65.497643,14
"866","NB080",2005,1051847,10,"NB",45.77499,-66.089348,14
"867","NB080",2004,1051847,10,"NB",45.77499,-66.089348,14
"868","NB080",2001,1051847,10,"NB",45.77499,-66.089348,14
"869","NB080",2003,1051847,10,"NB",45.77499,-66.089348,14
"870","NB080",2010,1051847,10,"NB",45.77499,-66.089348,14
"871","NB080",2008,1051847,10,"NB",45.77499,-66.089348,14
"872","NB075",2016,1079011,8,"NB",46.36808,-65.497643,14
"873","NB080",2009,1051847,10,"NB",45.77499,-66.089348,14
"874","NB075",2002,1074824,10,"NB",46.36808,-65.497643,14
"875","NB081",2007,1077270,10,"NB",45.788891,-65.496498,14
"876","NB075",2014,1079011,10,"NB",46.36808,-65.497643,14
"877","NB076",2005,1077253,10,"NB",46.018532,-65.710899,14
"878","NB081",2006,1077270,10,"NB",45.788891,-65.496498,14
"879","NB076",2001,1074781,10,"NB",46.018532,-65.710899,14
"880","NB077",2001,1074807,10,"NB",47.39784,-65.62006,14
"881","NB082",2009,1030137,9,"NB",45.88906,-64.6543,14
"882","NB082",2013,1051848,10,"NB",45.88906,-64.6543,14
"883","NB078",2001,1074814,10,"NB",45.86451,-66.618958,14
"884","NB082",2005,1074777,10,"NB",45.88906,-64.6543,14
"885","NB082",2001,1074777,10,"NB",45.88906,-64.6543,14
"886","NB082",2003,1074777,10,"NB",45.88906,-64.6543,14
"887","NB078",2004,1074814,8,"NB",45.86451,-66.618958,14
"888","NB079",2016,1051810,10,"NB",46.315281,-67.599113,14
"889","NB082",2002,1074777,10,"NB",45.88906,-64.6543,14
"890","NB083",2010,1030122,10,"NB",47.32552,-67.696198,14
"891","NB083",2014,1030122,10,"NB",47.32552,-67.696198,14
"892","NB079",2003,1077254,10,"NB",46.315281,-67.599113,14
"893","NB083",2011,1030122,10,"NB",47.32552,-67.696198,14
"894","NB083",2012,1030122,10,"NB",47.32552,-67.696198,14
"895","NB080",2013,1051847,10,"NB",45.77499,-66.089348,14
"896","NB083",2002,1074822,10,"NB",47.32552,-67.696198,14
"897","NB083",2003,1074822,10,"NB",47.32552,-67.696198,14
"898","NB083",2001,1074822,10,"NB",47.32552,-67.696198,14
"899","NB080",2007,1051847,10,"NB",45.77499,-66.089348,14
"900","NB083",2007,1077288,10,"NB",47.32552,-67.696198,14
"901","NB083",2005,1077288,10,"NB",47.32552,-67.696198,14
"902","NB083",2004,1077288,10,"NB",47.32552,-67.696198,14
"903","NB083",2008,1077288,10,"NB",47.32552,-67.696198,14
"904","NB084",2016,1074880,9,"NB",46.642231,-64.957657,14
"905","NB084",2002,1077274,10,"NB",46.642231,-64.957657,14
"906","NB084",2007,1077274,8,"NB",46.642231,-64.957657,14
"907","NB084",2006,1077274,10,"NB",46.642231,-64.957657,14
"908","NB084",2005,1077274,8,"NB",46.642231,-64.957657,14
"909","NB084",2003,1077274,9,"NB",46.642231,-64.957657,14
"910","NB080",2002,1051847,10,"NB",45.77499,-66.089348,14
"911","NB084",2001,1077274,10,"NB",46.642231,-64.957657,14
"912","NB081",2013,1074779,10,"NB",45.788891,-65.496498,14
"913","NB084",2010,1081636,10,"NB",46.642231,-64.957657,14
"914","NB081",2012,1074870,10,"NB",45.788891,-65.496498,14
"915","NB085",2014,1077263,10,"NB",47.677151,-65.395126,14
"916","NB081",2003,1077270,10,"NB",45.788891,-65.496498,14
"917","NB081",2001,1077270,10,"NB",45.788891,-65.496498,14
"918","NB085",2001,1077263,10,"NB",47.677151,-65.395126,14
"919","NB085",2012,1077263,10,"NB",47.677151,-65.395126,14
"920","NB085",2005,1077263,10,"NB",47.677151,-65.395126,14
"921","NB085",2006,1077263,10,"NB",47.677151,-65.395126,14
"922","NB085",2007,1077263,10,"NB",47.677151,-65.395126,14
"923","NB083",2009,1030122,10,"NB",47.32552,-67.696198,14
"924","NB085",2013,1077263,10,"NB",47.677151,-65.395126,14
"925","NB085",2015,1077263,10,"NB",47.677151,-65.395126,14
"926","NB085",2003,1077263,10,"NB",47.677151,-65.395126,14
"927","NB081",2002,1077270,10,"NB",45.788891,-65.496498,14
"928","NB085",2002,1077263,10,"NB",47.677151,-65.395126,14
"929","NB085",2010,1077263,10,"NB",47.677151,-65.395126,14
"930","NB085",2008,1077263,10,"NB",47.677151,-65.395126,14
"931","NB083",2006,1077288,10,"NB",47.32552,-67.696198,14
"932","NB086",2011,1074868,10,"NB",47.71151,-64.852783,14
"933","NB086",2015,1074868,10,"NB",47.71151,-64.852783,14
"934","NB086",2008,1077256,10,"NB",47.71151,-64.852783,14
"935","NB086",2009,1077256,10,"NB",47.71151,-64.852783,14
"936","NB081",2005,1077270,10,"NB",45.788891,-65.496498,14
"937","NB086",2010,1077256,10,"NB",47.71151,-64.852783,14
"938","NB086",2007,1077257,10,"NB",47.71151,-64.852783,14
"939","NB086",2006,1077257,10,"NB",47.71151,-64.852783,14
"940","NB086",2005,1077257,10,"NB",47.71151,-64.852783,14
"941","NB086",2002,1077257,10,"NB",47.71151,-64.852783,14
"942","NB086",2003,1077257,10,"NB",47.71151,-64.852783,14
"943","NB084",2004,1077274,9,"NB",46.642231,-64.957657,14
"944","NB087",2003,1077311,10,"NB",46.70358,-67.75795,14
"945","NB087",2010,1081641,10,"NB",46.70358,-67.75795,14
"946","NB087",2011,1081641,6,"NB",46.70358,-67.75795,14
"947","NB088",2006,1067861,10,"NB",45.75667,-66.20631,14
"948","NB085",2009,1077263,10,"NB",47.677151,-65.395126,14
"949","NB088",2009,1067861,8,"NB",45.75667,-66.20631,14
"950","NB088",2001,1074802,10,"NB",45.75667,-66.20631,14
"951","NB088",2007,1077313,10,"NB",45.75667,-66.20631,14
"952","NB089",2008,1067861,10,"NB",45.750259,-66.407677,14
"953","NB089",2006,1067861,10,"NB",45.750259,-66.407677,14
"954","NB089",2001,1074802,10,"NB",45.750259,-66.407677,14
"955","NB089",2007,1077313,10,"NB",45.750259,-66.407677,14
"956","NB090",2002,1067861,10,"NB",45.61082,-66.14313,14
"957","NB090",2001,1074802,10,"NB",45.61082,-66.14313,14
"958","NB090",2007,1077313,7,"NB",45.61082,-66.14313,14
"959","NB091",2001,1074826,10,"NB",45.5615,-65.00483,14
"960","NB088",2008,1067861,10,"NB",45.75667,-66.20631,14
"961","NB091",2005,1077308,10,"NB",45.5615,-65.00483,14
"962","NB091",2003,1077308,10,"NB",45.5615,-65.00483,14
"963","NB091",2009,1077308,10,"NB",45.5615,-65.00483,14
"964","NB092",2007,1051836,10,"NB",46.76819,-65.01597,14
"965","NB092",2006,1051836,10,"NB",46.76819,-65.01597,14
"966","NB092",2005,1051836,10,"NB",46.76819,-65.01597,14
"967","NB092",2004,1051836,10,"NB",46.76819,-65.01597,14
"968","NB086",2001,1077257,10,"NB",47.71151,-64.852783,14
"969","NB092",2003,1051836,10,"NB",46.76819,-65.01597,14
"970","NB092",2001,1074778,10,"NB",46.76819,-65.01597,14
"971","NB092",2011,1077318,10,"NB",46.76819,-65.01597,14
"972","NB092",2008,1077318,10,"NB",46.76819,-65.01597,14
"973","NB092",2009,1077318,10,"NB",46.76819,-65.01597,14
"974","NB090",2014,1067861,8,"NB",45.61082,-66.14313,14
"975","NB094",2015,1030122,10,"NB",47.494469,-68.010223,14
"976","NB094",2012,1030122,10,"NB",47.494469,-68.010223,14
"977","NB094",2007,1030122,10,"NB",47.494469,-68.010223,14
"978","NB091",2002,1074871,10,"NB",45.5615,-65.00483,14
"979","NB094",2008,1030122,10,"NB",47.494469,-68.010223,14
"980","NB091",2004,1077308,10,"NB",45.5615,-65.00483,14
"981","NB091",2006,1077308,10,"NB",45.5615,-65.00483,14
"982","NB094",2006,1030122,10,"NB",47.494469,-68.010223,14
"983","NB094",2005,1030122,10,"NB",47.494469,-68.010223,14
"984","NB094",2004,1030122,10,"NB",47.494469,-68.010223,14
"985","NB094",2003,1030122,10,"NB",47.494469,-68.010223,14
"986","NB091",2010,1077308,10,"NB",45.5615,-65.00483,14
"987","NB094",2002,1030122,10,"NB",47.494469,-68.010223,14
"988","NB096",2014,1030122,10,"NB",47.223049,-67.615608,14
"989","NB096",2010,1030122,10,"NB",47.223049,-67.615608,14
"990","NB096",2009,1030122,10,"NB",47.223049,-67.615608,14
"991","NB096",2008,1030122,10,"NB",47.223049,-67.615608,14
"992","NB096",2006,1030122,10,"NB",47.223049,-67.615608,14
"993","NB096",2005,1030122,10,"NB",47.223049,-67.615608,14
"994","NB096",2004,1030122,10,"NB",47.223049,-67.615608,14
"995","NB096",2007,1030122,10,"NB",47.223049,-67.615608,14
"996","NB096",2003,1077288,10,"NB",47.223049,-67.615608,14
"997","NB096",2002,1077288,10,"NB",47.223049,-67.615608,14
"998","NB097",2004,1074836,10,"NB",46.761608,-67.4328,14
"999","NB097",2002,1074836,10,"NB",46.761608,-67.4328,14
"1000","NB097",2005,1077311,10,"NB",46.761608,-67.4328,14
"1001","NB098",2002,1074797,10,"NB",46.462452,-66.796974,14
"1002","NB098",2005,1081632,10,"NB",46.462452,-66.796974,14
"1003","NB098",2004,1081632,10,"NB",46.462452,-66.796974,14
"1004","NB099",2015,1044182,9,"NB",46.54771,-66.52418,14
"1005","NB094",2010,1030122,10,"NB",47.494469,-68.010223,14
"1006","NB099",2002,1077255,10,"NB",46.54771,-66.52418,14
"1007","NB099",2006,1077255,10,"NB",46.54771,-66.52418,14
"1008","NB099",2005,1077255,10,"NB",46.54771,-66.52418,14
"1009","NB099",2003,1077255,10,"NB",46.54771,-66.52418,14
"1010","NB101",2016,1051811,8,"NB",47.566559,-66.788422,14
"1011","NB094",2014,1030122,10,"NB",47.494469,-68.010223,14
"1012","NB101",2009,1051811,10,"NB",47.566559,-66.788422,14
"1013","NB101",2008,1051811,10,"NB",47.566559,-66.788422,14
"1014","NB101",2007,1051811,10,"NB",47.566559,-66.788422,14
"1015","NB101",2004,1051811,10,"NB",47.566559,-66.788422,14
"1016","NB101",2005,1051811,10,"NB",47.566559,-66.788422,14
"1017","NB101",2006,1051811,10,"NB",47.566559,-66.788422,14
"1018","NB101",2013,1051811,10,"NB",47.566559,-66.788422,14
"1019","NB096",2015,1030122,10,"NB",47.223049,-67.615608,14
"1020","NB102",2012,1051811,10,"NB",47.62822,-66.41906,14
"1021","NB096",2012,1030122,10,"NB",47.223049,-67.615608,14
"1022","NB099",2010,1030030,10,"NB",46.54771,-66.52418,14
"1023","NB091",2007,1077308,10,"NB",45.5615,-65.00483,14
"1024","NB099",2004,1077255,10,"NB",46.54771,-66.52418,14
"1025","NB101",2011,1051811,10,"NB",47.566559,-66.788422,14
"1026","NB101",2012,1051811,10,"NB",47.566559,-66.788422,14
"1027","NB101",2003,1051811,10,"NB",47.566559,-66.788422,14
"1028","NB102",2008,1051811,10,"NB",47.62822,-66.41906,14
"1029","NB102",2006,1051811,10,"NB",47.62822,-66.41906,14
"1030","NB102",2005,1051811,10,"NB",47.62822,-66.41906,14
"1031","NB102",2013,1051811,10,"NB",47.62822,-66.41906,14
"1032","NB102",2004,1051811,10,"NB",47.62822,-66.41906,14
"1033","NB102",2003,1051811,10,"NB",47.62822,-66.41906,14
"1034","NB102",2015,1051811,10,"NB",47.62822,-66.41906,14
"1035","NB102",2016,1051811,10,"NB",47.62822,-66.41906,14
"1036","NB103",2002,1013845,10,"NB",46.5956,-66.191589,14
"1037","NB103",2003,1013845,10,"NB",46.5956,-66.191589,14
"1038","NB103",2011,1030137,10,"NB",46.5956,-66.191589,14
"1039","NB103",2009,1030137,10,"NB",46.5956,-66.191589,14
"1040","NB103",2008,1030137,10,"NB",46.5956,-66.191589,14
"1041","NB104",2004,1013845,10,"NB",46.13641,-66.297539,14
"1042","NB104",2006,1013845,10,"NB",46.13641,-66.297539,14
"1043","NB104",2016,1044071,10,"NB",46.13641,-66.297539,14
"1044","NB104",2015,1044071,10,"NB",46.13641,-66.297539,14
"1045","NB104",2012,1044071,10,"NB",46.13641,-66.297539,14
"1046","NB104",2005,1013845,10,"NB",46.13641,-66.297539,14
"1047","NB104",2014,1044071,10,"NB",46.13641,-66.297539,14
"1048","NB104",2013,1044071,10,"NB",46.13641,-66.297539,14
"1049","NB105",2009,1030089,10,"NB",45.5789,-65.3004,14
"1050","NB105",2006,1030089,10,"NB",45.5789,-65.3004,14
"1051","NB105",2005,1030089,10,"NB",45.5789,-65.3004,14
"1052","NB105",2004,1030089,10,"NB",45.5789,-65.3004,14
"1053","NB105",2008,1030089,10,"NB",45.5789,-65.3004,14
"1054","NB107",2002,1074881,10,"NB",47.16907,-65.8611,14
"1055","NB105",2016,1030089,10,"NB",45.5789,-65.3004,14
"1056","NB108",2003,1051817,10,"NB",46.681301,-67.173103,14
"1057","NB108",2002,1051817,10,"NB",46.681301,-67.173103,14
"1058","NB109",2012,1068003,10,"NB",45.88919,-67.51411,14
"1059","NB109",2008,1068003,10,"NB",45.88919,-67.51411,14
"1060","NB109",2010,1068003,10,"NB",45.88919,-67.51411,14
"1061","NB108",2005,1051817,10,"NB",46.681301,-67.173103,14
"1062","NB109",2007,1068003,10,"NB",45.88919,-67.51411,14
"1063","NB109",2009,1068003,10,"NB",45.88919,-67.51411,14
"1064","NB109",2006,1068003,10,"NB",45.88919,-67.51411,14
"1065","NB109",2002,1074786,10,"NB",45.88919,-67.51411,14
"1066","NB110",2002,1051827,10,"NB",45.250099,-67.157402,14
"1067","NB109",2003,1074786,10,"NB",45.88919,-67.51411,14
"1068","NB110",2012,1051827,10,"NB",45.250099,-67.157402,14
"1069","NB110",2004,1051827,10,"NB",45.250099,-67.157402,14
"1070","NB110",2005,1051827,9,"NB",45.250099,-67.157402,14
"1071","NB110",2006,1051827,10,"NB",45.250099,-67.157402,14
"1072","NB110",2016,1051827,9,"NB",45.250099,-67.157402,14
"1073","NB110",2007,1051827,10,"NB",45.250099,-67.157402,14
"1074","NB110",2008,1051827,9,"NB",45.250099,-67.157402,14
"1075","NB110",2013,1051827,9,"NB",45.250099,-67.157402,14
"1076","NB110",2011,1051827,9,"NB",45.250099,-67.157402,14
"1077","NB110",2015,1051827,9,"NB",45.250099,-67.157402,14
"1078","NB110",2010,1051827,10,"NB",45.250099,-67.157402,14
"1079","NB110",2014,1051827,9,"NB",45.250099,-67.157402,14
"1080","NB110",2009,1051827,10,"NB",45.250099,-67.157402,14
"1081","NB112",2009,1067861,10,"NB",45.83202,-66.37835,14
"1082","NB112",2014,1067861,10,"NB",45.83202,-66.37835,14
"1083","NB112",2008,1067861,10,"NB",45.83202,-66.37835,14
"1084","NB112",2004,1077259,10,"NB",45.83202,-66.37835,14
"1085","NB112",2006,1077259,10,"NB",45.83202,-66.37835,14
"1086","NB112",2007,1077313,10,"NB",45.83202,-66.37835,14
"1087","NB113",2011,1051849,10,"NB",45.590519,-65.448608,14
"1088","NB113",2007,1051849,10,"NB",45.590519,-65.448608,14
"1089","NB113",2013,1051849,10,"NB",45.590519,-65.448608,14
"1090","NB113",2005,1051849,10,"NB",45.590519,-65.448608,14
"1091","NB112",2003,1077259,10,"NB",45.83202,-66.37835,14
"1092","NB113",2009,1051849,10,"NB",45.590519,-65.448608,14
"1093","NB113",2012,1051849,10,"NB",45.590519,-65.448608,14
"1094","NB113",2010,1051849,10,"NB",45.590519,-65.448608,14
"1095","NB113",2015,1051849,10,"NB",45.590519,-65.448608,14
"1096","NB113",2008,1051849,10,"NB",45.590519,-65.448608,14
"1097","NB113",2014,1051849,10,"NB",45.590519,-65.448608,14
"1098","NB063",2019,1074880,10,"NB",46.535622,-64.734291,14
"1099","NB084",2019,1074880,7,"NB",46.642231,-64.957657,14
"1100","NB008",2019,1074874,10,"NB",46.51086,-67.346329,14
"1101","NB086",2019,1074868,10,"NB",47.71151,-64.852783,14
"1102","NB010",2019,1074836,10,"NB",47.144939,-67.242104,14
"1103","NB023",2019,1030368,10,"NB",46.197189,-66.927391,14
"1104","NB080",2019,1051847,10,"NB",45.77499,-66.089348,14
"1105","NB056",2019,1077272,10,"NB",45.268333,-65.73333,14
"1106","NB081",2019,1079009,10,"NB",45.788891,-65.496498,14
"1107","NB102",2019,1051811,10,"NB",47.62822,-66.41906,14
"1108","NB101",2019,1051811,10,"NB",47.566559,-66.788422,14
"1109","NB043",2019,1051811,9,"NB",47.945751,-66.409889,14
"1110","NB036",2019,1051832,10,"NB",46.868752,-66.026222,14
"1111","NB113",2019,1030060,10,"NB",45.590519,-65.448608,14
"1112","NB001",2019,1054918,10,"NB",45.449188,-67.441971,14
"1113","NB110",2003,1051827,10,"NB",45.250099,-67.157402,14
"1114","NB097",2019,1081919,10,"NB",46.761608,-67.4328,14
"1115","NB086",2018,1074868,10,"NB",47.71151,-64.852783,14
"1116","NB075",2019,1079011,10,"NB",46.36808,-65.497643,14
"1117","NB027",2019,1051826,10,"NB",45.437832,-66.781418,14
